label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83
A,0.773770094,0.634244382,0.727370441,0.512121797,0.647666454,0.377134651,0.580444813,0.281868786,0.538930655,0.199245989,0.701876342,0.434845775,0.534094989,0.442124158,0.557960391,0.448642015,0.60125941,0.451959074,0.699066401,0.546963036,0.512376904,0.530321479,0.54495436,0.531427145,0.597244561,0.541646957,0.684945643,0.641542852,0.511005461,0.607070863,0.542339146,0.606138647,0.593387127,0.613371611,0.66012305,0.721394479,0.528651118,0.677732587,0.549663365,0.663908839,0.590403497,0.667402625,0.189047858,0.534119725,0.249031872,0.427616298,0.361784041,0.328334451,0.442821562,0.260697961,0.492522895,0.185982823,0.340203047,0.366994172,0.49586764,0.424497813,0.466887414,0.432504117,0.415802926,0.419152826,0.315165877,0.470562905,0.484951943,0.516559243,0.446163177,0.514123023,0.390452206,0.505067766,0.301842749,0.570906818,0.463566244,0.602177739,0.42167908,0.591294587,0.367694765,0.581526816,0.297126144,0.664226949,0.430011868,0.67201221,0.398010343,0.656426787,0.348620325,0.647439718
A,0.775930524,0.641986549,0.733363152,0.513671935,0.655408919,0.379556179,0.58840543,0.285314918,0.54535979,0.206761211,0.712587595,0.444365025,0.543913364,0.45073691,0.57080251,0.451192856,0.612819612,0.451062053,0.709446967,0.556489468,0.52038461,0.538964272,0.552665472,0.531922698,0.604670942,0.540516019,0.693599105,0.64951241,0.51716578,0.615209281,0.54514277,0.60744822,0.594931662,0.61245048,0.666481197,0.726045191,0.533003867,0.686001778,0.550732493,0.665933669,0.590124428,0.665828884,0.18959111,0.539690137,0.25135985,0.433802068,0.3677499,0.330741346,0.446530521,0.260410398,0.494330764,0.183009326,0.337068498,0.370542884,0.499136239,0.428445518,0.466902375,0.437029868,0.413927317,0.420373142,0.310894012,0.475045055,0.488983095,0.524197996,0.447085351,0.521500945,0.387647182,0.511098146,0.298548758,0.577182472,0.466473579,0.612583578,0.422818452,0.600313902,0.366081655,0.589784622,0.295833439,0.672628403,0.432872564,0.682205319,0.400061607,0.664608419,0.348309636,0.655227184
A,0.777002037,0.647884607,0.736087441,0.518056571,0.660695434,0.384434432,0.593197227,0.291974366,0.550222695,0.210645616,0.720204473,0.455843598,0.548021555,0.459577441,0.573459446,0.45752573,0.614627779,0.457796276,0.717139244,0.567661941,0.524455905,0.549120307,0.555023074,0.538270831,0.605737984,0.547082663,0.700509191,0.660617292,0.521194935,0.625327885,0.548397362,0.614611506,0.59780854,0.62001735,0.672217429,0.736868739,0.536087513,0.697130084,0.553842783,0.674526334,0.593515992,0.674649477,0.187388271,0.550393045,0.249321267,0.444215655,0.365732104,0.339959383,0.445662111,0.267689466,0.493599862,0.186429828,0.335902125,0.374583215,0.499446243,0.434362113,0.470195293,0.444955528,0.416527987,0.429833859,0.311004519,0.48193863,0.49099797,0.530635476,0.450125486,0.529601097,0.389333546,0.519950509,0.299224913,0.586360872,0.469769269,0.62112999,0.426622331,0.609414637,0.368453592,0.59886384,0.297208816,0.682778001,0.435457289,0.692309558,0.403152287,0.674364388,0.350223303,0.662977934
A,0.779220521,0.653811336,0.737545669,0.524249852,0.665501177,0.390505016,0.602504015,0.298581809,0.562886238,0.217188239,0.722265363,0.465838224,0.54797101,0.466094851,0.573728204,0.467220008,0.616275787,0.468929201,0.719697773,0.571704149,0.52654928,0.555811286,0.555786014,0.545809627,0.605481029,0.553640485,0.704051316,0.662204564,0.524179935,0.631177306,0.551067472,0.620569348,0.600452125,0.624842048,0.677402198,0.738753915,0.53828001,0.705294728,0.555778205,0.679660439,0.597092807,0.674648404,0.190615013,0.553564847,0.253786355,0.447406709,0.370163053,0.344394684,0.448936641,0.271738112,0.496197343,0.191506296,0.333955944,0.382178545,0.500648201,0.437151253,0.473331958,0.449622601,0.419306278,0.437712014,0.308498025,0.489503175,0.49271673,0.536663353,0.452103019,0.535161078,0.389634788,0.524848223,0.297403038,0.593448937,0.470962346,0.628349543,0.428557992,0.615383804,0.370068014,0.603961766,0.296250433,0.688761175,0.438142866,0.700852215,0.407347023,0.682574511,0.354924917,0.670602143
A,0.777939916,0.652415574,0.736157775,0.523474693,0.662727773,0.391630828,0.597812533,0.302590013,0.558884621,0.22275579,0.724234223,0.459893346,0.549072087,0.462684393,0.56846261,0.466863215,0.608592987,0.468708336,0.722856343,0.569713295,0.526801527,0.555818617,0.551912606,0.546889067,0.601188123,0.551376343,0.707301199,0.662391305,0.524864852,0.631358743,0.548212886,0.62038523,0.597486973,0.622951746,0.679491103,0.738868117,0.54128021,0.7014485,0.554610491,0.673492193,0.59315002,0.665347755,0.191377297,0.55252552,0.25218451,0.445837736,0.36803785,0.341821551,0.447586894,0.270841658,0.494894087,0.191114217,0.331222355,0.384485632,0.500111938,0.436502099,0.472895861,0.447769135,0.418808728,0.434690356,0.308114707,0.494147748,0.493209213,0.537089527,0.453350127,0.534543574,0.390592724,0.523846149,0.298518926,0.598261833,0.471589863,0.628123164,0.430165857,0.615271389,0.371905029,0.604757905,0.298328668,0.691737771,0.441269279,0.699671507,0.411839932,0.681441307,0.359826088,0.670125604
A,0.789462507,0.643146098,0.743317366,0.509777248,0.66179502,0.373394489,0.591412842,0.277987897,0.545690477,0.198905289,0.715340316,0.437538832,0.544412017,0.454515696,0.567937851,0.45598492,0.607655048,0.454581529,0.713132858,0.553322554,0.522683382,0.542681754,0.554063261,0.532578528,0.60456419,0.538165033,0.698990047,0.648787737,0.519880056,0.616934717,0.54778415,0.60557127,0.596906304,0.608844161,0.674080312,0.726739049,0.53905946,0.683825731,0.556983948,0.660680175,0.595512211,0.6576069,0.189605728,0.552087486,0.247046545,0.43710655,0.360719383,0.332820654,0.448228687,0.26568538,0.500832736,0.190671593,0.342503846,0.379632711,0.503594875,0.429633647,0.475047797,0.43770808,0.424522012,0.428494513,0.324415475,0.488480926,0.496186405,0.526796103,0.460082829,0.523202419,0.405554086,0.513918757,0.316828102,0.591070056,0.476689875,0.613877118,0.438836753,0.601473808,0.386835843,0.591721833,0.317351013,0.683150291,0.44669494,0.681128204,0.416099012,0.666175783,0.370723069,0.659049809
A,0.79325676,0.637004316,0.746671081,0.511252999,0.661246181,0.381987691,0.588481247,0.291769385,0.54258132,0.208286822,0.702124596,0.43558985,0.535584867,0.449894458,0.557098091,0.45111993,0.600435734,0.452614486,0.699487567,0.546926379,0.515695572,0.538767934,0.547505021,0.529704154,0.60014379,0.535696924,0.687247157,0.641023159,0.516802013,0.61534214,0.548896313,0.604181707,0.599323988,0.608012319,0.666977704,0.721998394,0.534871519,0.685399652,0.556986213,0.662434697,0.598412037,0.660424948,0.183309674,0.541076899,0.24182485,0.425182164,0.352303147,0.323587418,0.440830529,0.262225091,0.498573631,0.195001245,0.343652874,0.374341965,0.502808809,0.425005138,0.471022666,0.428353876,0.419028014,0.42001754,0.327694863,0.485665232,0.491657555,0.522684276,0.455975622,0.513693988,0.401983052,0.504701376,0.320246756,0.589082897,0.472073972,0.609656334,0.435372174,0.593058467,0.384770632,0.583017588,0.319914818,0.681395948,0.440686464,0.675089538,0.409789562,0.657972217,0.367286563,0.651657343
A,0.786440551,0.639611959,0.743537724,0.517821908,0.660849512,0.392566562,0.588053346,0.307345271,0.545878053,0.22698462,0.702113688,0.445939392,0.539014995,0.455859065,0.560065031,0.454230487,0.603006601,0.455361009,0.69887954,0.555567026,0.517790318,0.542713463,0.547418833,0.532087803,0.598972201,0.539109766,0.685046077,0.647890687,0.515933752,0.620185137,0.54648006,0.607629001,0.596220672,0.61228317,0.663666546,0.727518141,0.535372555,0.69023335,0.555921376,0.666795731,0.595431626,0.66398716,0.184541315,0.532983601,0.24343802,0.420937896,0.35339579,0.326055586,0.44277671,0.269218564,0.49948746,0.20633322,0.349293649,0.375331879,0.504327655,0.431013674,0.47179088,0.433583438,0.419429898,0.42464152,0.331338286,0.486528665,0.491421461,0.527285874,0.455239892,0.516475976,0.401065618,0.506929398,0.32087937,0.589346349,0.47049433,0.611800492,0.434857666,0.593754947,0.384838343,0.584059775,0.317603022,0.680375934,0.438326627,0.67605412,0.410134703,0.657280624,0.368694186,0.652068973
A,0.788173676,0.639840603,0.745481491,0.522731245,0.66275835,0.402332604,0.58953011,0.319651425,0.545308769,0.241661966,0.696466982,0.456059039,0.538318753,0.464933574,0.554402173,0.463926196,0.595890105,0.464830041,0.693168402,0.560953379,0.516942859,0.550431609,0.539632618,0.538046718,0.588597238,0.54309392,0.68059504,0.650763571,0.516612232,0.627778947,0.54118377,0.610687733,0.587707162,0.612418056,0.662371039,0.729339719,0.537681401,0.693645358,0.551873147,0.663869679,0.585521102,0.656396091,0.182097062,0.530730724,0.24301447,0.41781944,0.352015674,0.328331649,0.443821847,0.272449791,0.505058646,0.211519301,0.356650561,0.37916261,0.508331418,0.434435576,0.475046277,0.436493576,0.421645641,0.428811371,0.339716464,0.489153355,0.495942831,0.53045553,0.460928857,0.518931627,0.407007366,0.509524345,0.328151435,0.590693295,0.474383265,0.615483165,0.439773321,0.596780598,0.390514493,0.58656162,0.322440714,0.680229485,0.43961367,0.680259883,0.41104883,0.663416505,0.370178372,0.65946728
A,0.788962364,0.631333113,0.74742347,0.511332214,0.659804583,0.393653572,0.586244285,0.309181273,0.547416329,0.224213809,0.689022362,0.448605299,0.537825882,0.462683856,0.560079813,0.459166139,0.603230238,0.457050562,0.685302973,0.557167709,0.516960859,0.546200812,0.546195209,0.532594979,0.597456276,0.537463605,0.674236,0.648109138,0.514922678,0.626534045,0.542506874,0.606953502,0.589587986,0.607115924,0.65938741,0.724153459,0.538441181,0.685360134,0.550809979,0.653986037,0.580664694,0.64470315,0.181281894,0.525557995,0.243738458,0.410973787,0.354397684,0.321981341,0.447437704,0.266539454,0.511488318,0.206528723,0.363014519,0.370637774,0.514465511,0.427360892,0.47841534,0.429264128,0.424138367,0.419656873,0.346354097,0.481628358,0.497270703,0.523576558,0.460357398,0.513831019,0.40714556,0.504505336,0.3344872,0.584287286,0.476133436,0.609206378,0.440466493,0.592227697,0.390865475,0.581965387,0.328034729,0.674433351,0.443230271,0.6727947,0.412409008,0.658448339,0.370680451,0.654993057
A,0.794827878,0.628571987,0.752084613,0.506421804,0.664742231,0.393428862,0.588725567,0.315229774,0.546591938,0.237545937,0.681738496,0.443892062,0.53662926,0.461944789,0.557491839,0.457627922,0.600952268,0.452899575,0.677555203,0.552530766,0.516453743,0.543601215,0.545431376,0.530676842,0.59553957,0.534762561,0.669540763,0.643817306,0.516850293,0.626161397,0.546958387,0.606613636,0.594147503,0.605077386,0.66001302,0.720368385,0.544487238,0.684827328,0.560889006,0.658994019,0.59215337,0.653062284,0.180257231,0.521471322,0.243391618,0.405303776,0.353576273,0.319124579,0.448150307,0.265039504,0.511529446,0.203629196,0.367367864,0.370992899,0.514416158,0.423959553,0.477229834,0.426874995,0.422712624,0.419674426,0.352260679,0.481582522,0.497094005,0.519966066,0.459834874,0.511472881,0.40738073,0.503784955,0.339653254,0.583296895,0.47528404,0.605229139,0.439226419,0.589822352,0.390461206,0.580824852,0.330947191,0.672115386,0.44064185,0.669060409,0.408572972,0.65619278,0.367863804,0.65426749
A,0.79701829,0.629053652,0.755484283,0.507275283,0.666515052,0.395349503,0.5898785,0.318797141,0.545276642,0.24091801,0.678551733,0.449521899,0.531920254,0.463486791,0.555292308,0.459156811,0.601771593,0.453179419,0.673976123,0.558360934,0.513794243,0.547708809,0.544091344,0.534198046,0.595778763,0.538406432,0.666339159,0.649762809,0.515663683,0.631541967,0.547106981,0.61105597,0.59477967,0.610038877,0.658216417,0.725721717,0.542996585,0.688970745,0.563921332,0.66620779,0.597621858,0.664793313,0.181346193,0.518293738,0.247038588,0.404522121,0.355475932,0.318951786,0.449246287,0.264211178,0.511961579,0.20368889,0.370662272,0.376318872,0.513028264,0.429669201,0.475373656,0.429101706,0.421286583,0.420721591,0.355079055,0.486674309,0.494485617,0.52283746,0.45880267,0.512158692,0.40728572,0.503892303,0.341584861,0.587142348,0.471356481,0.606970489,0.437220812,0.591044605,0.389349103,0.58259052,0.331579208,0.674683154,0.436797798,0.672004223,0.406007499,0.65850085,0.365706116,0.657136261
A,0.801144838,0.628248572,0.755852759,0.502716243,0.665184319,0.390544832,0.589440465,0.308021247,0.544979572,0.226141155,0.677208066,0.450931013,0.532017469,0.466868937,0.557029605,0.458854198,0.602740467,0.450553179,0.672106743,0.560511172,0.514667988,0.548564136,0.545493305,0.5336169,0.59738636,0.538117826,0.664290011,0.652229607,0.51520133,0.631701708,0.547731578,0.609692037,0.596291661,0.608409643,0.655479252,0.727128744,0.541837752,0.688819647,0.564684987,0.66367352,0.59968245,0.660067081,0.185836017,0.514288247,0.250729859,0.39967519,0.358818799,0.315072417,0.452255309,0.261162788,0.514756322,0.202058583,0.376084566,0.372574061,0.516558826,0.433102697,0.47912544,0.431724936,0.425707757,0.420089126,0.359318107,0.484119713,0.496698588,0.526123345,0.46102342,0.51362592,0.411146969,0.502928257,0.344187945,0.585448325,0.474398494,0.611836553,0.439309865,0.593111277,0.391632318,0.581953943,0.332030356,0.672822952,0.435194492,0.674299181,0.404067904,0.658137798,0.364668131,0.654084802
A,0.802656472,0.615060687,0.757350981,0.488794625,0.66469878,0.375070632,0.59096688,0.288379282,0.547381878,0.20483762,0.679928601,0.437187791,0.536189198,0.449548632,0.559754133,0.44386214,0.605802119,0.438379377,0.675904989,0.547054887,0.516468525,0.531556606,0.547918081,0.519065261,0.601497293,0.525203526,0.669570327,0.639049947,0.519870996,0.615560532,0.552315712,0.596292078,0.600822449,0.596321464,0.662504911,0.714241624,0.548207819,0.672362089,0.571794569,0.650138021,0.606812835,0.649587512,0.184935465,0.506549418,0.251326978,0.388284534,0.360285938,0.305287719,0.453325987,0.252594233,0.517691195,0.196651191,0.381635785,0.355413705,0.514815986,0.412660122,0.479378104,0.416278213,0.427973479,0.404143631,0.36796841,0.463883132,0.497751474,0.508606255,0.463834792,0.503140986,0.417163908,0.492987156,0.354138374,0.566404998,0.475868106,0.599022567,0.443103075,0.58417511,0.398285985,0.572880626,0.341634095,0.655600309,0.441800982,0.660364807,0.410531372,0.645777285,0.371335357,0.641002774
A,0.803523242,0.613982677,0.759297132,0.487750918,0.667930067,0.37375465,0.592438936,0.290258467,0.548559308,0.207398415,0.678272903,0.432078958,0.536555827,0.447220713,0.562150836,0.442056715,0.608054996,0.43611455,0.672375262,0.541496575,0.517297506,0.529012918,0.549198985,0.517177105,0.601945519,0.523574769,0.665329635,0.633960009,0.519604862,0.614256382,0.55302304,0.596513331,0.601722717,0.596682966,0.658122957,0.710950971,0.548366368,0.674289942,0.574085653,0.654773891,0.610372782,0.655054569,0.187487438,0.502318978,0.250865877,0.385812044,0.359593749,0.302371264,0.451955259,0.25100708,0.51680243,0.194642037,0.383242279,0.347763628,0.517947316,0.409973294,0.481583744,0.412359536,0.429219216,0.399009347,0.368656635,0.456335843,0.500375152,0.504604697,0.465012014,0.49888733,0.417275429,0.487918675,0.354187131,0.55910188,0.478582889,0.591938436,0.443814307,0.577830076,0.397615641,0.565277219,0.341566563,0.648543715,0.444532961,0.653983116,0.411971003,0.640350997,0.371913105,0.634035051
A,0.801348329,0.620142043,0.755809844,0.491528392,0.665759683,0.378271878,0.591412485,0.290058315,0.548112869,0.207778394,0.672681034,0.446151137,0.535685062,0.450395435,0.561627388,0.43984738,0.606271327,0.433640361,0.665897489,0.554577768,0.516824722,0.532009482,0.54625684,0.514061928,0.595547795,0.520390809,0.659202814,0.644449949,0.52124393,0.616535187,0.551662743,0.592660189,0.596283317,0.592977047,0.653105974,0.716604829,0.548522532,0.674290538,0.571683526,0.648973823,0.604028285,0.647088766,0.19098714,0.497118235,0.256664753,0.380618423,0.361217678,0.300286889,0.454172879,0.249430299,0.519614458,0.195368052,0.386333138,0.351689279,0.516593933,0.410757184,0.480228662,0.413691729,0.429079056,0.401725948,0.373286933,0.462370127,0.499235332,0.507223606,0.465943307,0.500768304,0.419343412,0.489517182,0.358849168,0.565318048,0.475983173,0.593488157,0.444020361,0.5785501,0.400498956,0.567148864,0.344903469,0.653532028,0.440333068,0.654680371,0.409867644,0.64027822,0.372496694,0.636332273
A,0.804020643,0.622294247,0.757458746,0.49097836,0.666338801,0.379272372,0.591940165,0.290054142,0.54790163,0.207394987,0.669546664,0.450926036,0.535570681,0.449064523,0.561900496,0.439275622,0.606223881,0.43312341,0.661909103,0.558494031,0.518928945,0.528893292,0.547709942,0.512059987,0.594721138,0.51757139,0.655061483,0.648143888,0.521231472,0.610851526,0.552335262,0.589353025,0.595597744,0.590092361,0.649391651,0.718852997,0.545567214,0.666386247,0.569241464,0.643120527,0.601617217,0.643305719,0.190635085,0.49962607,0.258605361,0.379241765,0.36478436,0.296728909,0.459061205,0.245282903,0.524571776,0.192624301,0.394248873,0.353667855,0.520676255,0.411913335,0.484433293,0.414373577,0.432857484,0.402255088,0.382941276,0.46504426,0.501134634,0.505480111,0.469233572,0.49987939,0.423729509,0.490038902,0.368217647,0.568665326,0.476168931,0.589965165,0.445587158,0.576493919,0.403344125,0.566858351,0.353321612,0.657253504,0.440698236,0.651509941,0.410984844,0.636655211,0.375529706,0.634178817
A,0.80731672,0.631495178,0.762357235,0.499017924,0.670655072,0.384843081,0.595740259,0.294264555,0.552693486,0.208034158,0.668950558,0.455352426,0.538380206,0.456418484,0.566034317,0.448237002,0.611105561,0.441196144,0.661091626,0.563537002,0.522280991,0.536221623,0.551926553,0.523344159,0.598167658,0.528827965,0.654532313,0.653442919,0.525703728,0.616800547,0.556423485,0.600263834,0.598438561,0.601651192,0.64910394,0.724540889,0.545684516,0.672648907,0.571381092,0.654321074,0.605184257,0.656656981,0.192469805,0.503041208,0.262080133,0.382263184,0.369401395,0.300627172,0.463592172,0.248429403,0.528783381,0.194266647,0.39989686,0.357349813,0.526210368,0.412747145,0.489482611,0.416904151,0.437292904,0.405776769,0.389683127,0.467722803,0.506091714,0.506896853,0.473716855,0.503222525,0.428758562,0.493681729,0.375378221,0.570883453,0.482233763,0.591498017,0.45124051,0.57968086,0.409652144,0.569931388,0.360639393,0.659171879,0.447016329,0.652905405,0.416929215,0.640455365,0.381638616,0.638656139
A,0.808347285,0.630530655,0.763712406,0.498323828,0.672329307,0.379018933,0.597619772,0.289909631,0.556359887,0.204565525,0.672454,0.446743816,0.537635446,0.452454001,0.565957785,0.443931967,0.611458242,0.436230242,0.664369583,0.556530535,0.522335112,0.531693101,0.553114057,0.520180047,0.599877179,0.525936306,0.657119095,0.64748323,0.526555598,0.613624394,0.557920992,0.598160863,0.600967228,0.598785639,0.650333762,0.72091496,0.546225309,0.669735372,0.571896791,0.651893616,0.606327415,0.654025912,0.194673583,0.495726734,0.264675677,0.376067311,0.372294456,0.295440495,0.467382461,0.242879868,0.530404091,0.187195629,0.404443324,0.349559069,0.526316881,0.405994236,0.490785718,0.411381513,0.439635009,0.399829626,0.39406532,0.460506737,0.506360888,0.501113832,0.475570947,0.498655766,0.432282805,0.48820278,0.379315645,0.564468443,0.482002348,0.58735615,0.452680767,0.574998558,0.412495553,0.563767493,0.363996178,0.653276265,0.44618988,0.646247685,0.417511165,0.632366598,0.383903325,0.629213989
A,0.810105681,0.630954921,0.76637429,0.498585641,0.673831761,0.379606783,0.597207427,0.289155424,0.553385377,0.206089228,0.673071265,0.448808312,0.538453698,0.450359046,0.567504406,0.443028063,0.612618327,0.437070698,0.664404154,0.557581544,0.523934722,0.528925478,0.554988742,0.517840147,0.600382924,0.524129272,0.65621084,0.648160756,0.526928782,0.609342575,0.559562564,0.594669521,0.601576388,0.596846104,0.648505807,0.720975101,0.546816766,0.665920198,0.574456036,0.649578393,0.608143806,0.654029429,0.193631023,0.495069742,0.264531672,0.375530005,0.372678876,0.295461416,0.468232483,0.241739482,0.531850457,0.185345113,0.404259175,0.350520313,0.528122485,0.404263258,0.491914272,0.409654111,0.44109115,0.399424672,0.394116879,0.461500227,0.507438958,0.49978599,0.476199508,0.496816605,0.433249533,0.487254471,0.379441857,0.565327048,0.482215226,0.585926473,0.452604979,0.573645592,0.412718952,0.563583672,0.364165545,0.653635323,0.446481287,0.645881474,0.417770237,0.632413983,0.384509563,0.63030076
A,0.806870461,0.625721037,0.761624455,0.492818624,0.668036938,0.377255499,0.591191053,0.285643756,0.550590694,0.199199945,0.667686701,0.44875294,0.535891533,0.451205015,0.564159989,0.443246752,0.608175695,0.436238885,0.659301639,0.555910587,0.52245456,0.528834701,0.552796662,0.516947091,0.597416162,0.52252233,0.651691735,0.646009386,0.524962544,0.607911229,0.557177544,0.592903554,0.598270416,0.594899952,0.644675672,0.717373729,0.546890914,0.663069785,0.574374914,0.64693141,0.60690099,0.651159883,0.189928293,0.499486357,0.262438059,0.374028921,0.367912233,0.295634121,0.463972628,0.243546829,0.527392089,0.187099904,0.403811723,0.355365694,0.524392605,0.400954664,0.488315105,0.406636834,0.438763291,0.398480505,0.396911502,0.465403348,0.504549563,0.496172011,0.475004196,0.492200136,0.434557498,0.484406531,0.383618176,0.56793803,0.480221093,0.58073926,0.45269531,0.569032311,0.415249914,0.560623884,0.368197531,0.655822277,0.445868641,0.642036498,0.419708788,0.628374279,0.388763487,0.626377285
A,0.811177075,0.624896109,0.763590634,0.490388036,0.669579148,0.372080594,0.593417764,0.280970633,0.551382422,0.195728064,0.668401241,0.441938788,0.536508858,0.450906336,0.566081583,0.442081541,0.61096251,0.434020013,0.661342204,0.550135612,0.524124861,0.529228747,0.554364026,0.516243875,0.59987551,0.520814538,0.654798269,0.641830921,0.526168585,0.609389961,0.55823648,0.592810214,0.600664794,0.593212724,0.648469865,0.715563953,0.5493083,0.666769624,0.576335907,0.649006426,0.609517038,0.650787175,0.195877761,0.495804548,0.265438855,0.372492313,0.370935798,0.293624729,0.466863096,0.240645885,0.529653549,0.183180988,0.407247633,0.351334602,0.526229858,0.401804566,0.490252912,0.406728178,0.440583616,0.397100925,0.398572505,0.461767465,0.505674362,0.495234162,0.476424783,0.491533071,0.435145527,0.48341462,0.384746522,0.564335883,0.480577677,0.580213308,0.453836858,0.568616748,0.415843576,0.559634686,0.369922012,0.651821971,0.446389616,0.641064167,0.420290828,0.628076315,0.389174879,0.625906587
A,0.810000062,0.623155177,0.762800038,0.489900738,0.670250773,0.373287916,0.594160736,0.283096492,0.552197635,0.197604567,0.668445766,0.442289114,0.536013603,0.449394047,0.56566596,0.440084219,0.61071825,0.431707501,0.661249042,0.550976694,0.523797274,0.528274775,0.554516017,0.514813721,0.600307047,0.519610405,0.654710412,0.642642379,0.525614679,0.609653771,0.557870805,0.592478156,0.600857913,0.592829287,0.648667932,0.716264606,0.548410833,0.667427361,0.57558006,0.648338735,0.609644175,0.649553657,0.195305824,0.494150847,0.264861763,0.371684164,0.371017873,0.293026924,0.467208594,0.239590272,0.53029716,0.182161868,0.408305407,0.350741386,0.527047396,0.401467919,0.491494268,0.407108694,0.442154288,0.397364736,0.399526507,0.460262179,0.505929351,0.495439351,0.476743937,0.492058188,0.436104238,0.482872099,0.385160536,0.562447429,0.480858773,0.580226421,0.453749925,0.568763375,0.415812492,0.558784306,0.36970669,0.649693787,0.445855021,0.641229808,0.419671834,0.628309131,0.388920546,0.62514174
A,0.809504449,0.617788553,0.763557255,0.486385822,0.669968128,0.369667292,0.595260024,0.279103935,0.555298388,0.192538321,0.670718431,0.438844919,0.537371874,0.445779115,0.564929903,0.435933113,0.609832168,0.426804066,0.663765669,0.547084153,0.523638427,0.524638414,0.55398792,0.511007667,0.600507975,0.515560389,0.657287121,0.637423158,0.52802974,0.605154872,0.559480011,0.588155031,0.602068365,0.588306308,0.651113272,0.710082054,0.547774553,0.662441671,0.57441479,0.645013809,0.609057546,0.647572815,0.197930604,0.486102372,0.267408371,0.366465569,0.374554366,0.285998762,0.469576538,0.232056782,0.53235805,0.177495867,0.411322713,0.34283179,0.527111173,0.396951854,0.492265821,0.402377009,0.443721473,0.391850382,0.401988596,0.452215731,0.507042885,0.488891244,0.478273541,0.486555308,0.438437939,0.477404118,0.38813293,0.554501832,0.482292175,0.572603166,0.455773294,0.562379181,0.419219792,0.552816093,0.373794734,0.641581357,0.449733198,0.632263422,0.423645407,0.620270252,0.393247277,0.618221343
A,0.809421718,0.617618859,0.762659848,0.486485362,0.669855356,0.371029735,0.594978809,0.281691849,0.552985549,0.198308498,0.669298291,0.439540476,0.536765516,0.445928991,0.564555407,0.436178148,0.608913898,0.42785725,0.662905633,0.546355069,0.524308324,0.524048209,0.553938746,0.510641277,0.599003315,0.515269399,0.65653199,0.636624992,0.527310967,0.604183555,0.558383584,0.587070644,0.600391746,0.587334454,0.650169313,0.709849894,0.548166692,0.661182463,0.574266911,0.642573953,0.608045995,0.644422412,0.19642286,0.490855545,0.265962362,0.369734943,0.373055041,0.288730383,0.46843645,0.233247191,0.53045243,0.177440703,0.409924299,0.346058071,0.526145995,0.397382647,0.49159658,0.402628124,0.443527222,0.393267453,0.401403904,0.453979373,0.506422758,0.490032792,0.477317333,0.487341762,0.437173992,0.478499055,0.387998372,0.555339694,0.480827808,0.573993981,0.454002231,0.563565135,0.417118907,0.554165423,0.373407215,0.642180562,0.447405875,0.633505702,0.420954376,0.621604145,0.390253514,0.619764388
A,0.803035617,0.609911859,0.755497932,0.479147613,0.66384846,0.366228163,0.590206206,0.276310384,0.55072695,0.188908696,0.663941741,0.43506974,0.533606887,0.441966236,0.562648535,0.431826383,0.607546329,0.423074067,0.658243179,0.543642521,0.520612001,0.519961238,0.550938964,0.506278872,0.596951902,0.511032224,0.653000772,0.634130895,0.523923635,0.600582659,0.554947019,0.58341521,0.597440302,0.583579302,0.648433268,0.705964088,0.54588753,0.657959282,0.571476042,0.639887989,0.605461299,0.641888499,0.195547789,0.485399514,0.263764441,0.364459008,0.36956948,0.285468966,0.465644479,0.231755808,0.528093934,0.176795542,0.410854906,0.339329064,0.523080409,0.395551562,0.490210235,0.401788503,0.442825079,0.391078264,0.401730478,0.445299715,0.503814399,0.486246496,0.474635184,0.48434639,0.434935898,0.474208981,0.386817783,0.546133459,0.477867097,0.569184899,0.450445294,0.559708595,0.413672328,0.549902976,0.369998604,0.633808494,0.442933738,0.629574478,0.415279835,0.617976189,0.383961082,0.615515351
A,0.800504208,0.608126283,0.754226685,0.4771595,0.661207616,0.36315912,0.584421396,0.274345994,0.543667436,0.188062161,0.658864021,0.432961285,0.529043615,0.437826037,0.557688117,0.429988801,0.602132201,0.422246933,0.651402354,0.539981782,0.515513122,0.514648676,0.546346307,0.503674686,0.59199369,0.508726418,0.645387173,0.62901485,0.518457711,0.594069719,0.549556136,0.579324245,0.591278791,0.579589665,0.640543461,0.699510515,0.53798306,0.648706913,0.563470185,0.631459296,0.597177863,0.632870555,0.195219934,0.478153348,0.26188162,0.359184921,0.366564006,0.281141698,0.460328698,0.230080098,0.52473402,0.177753776,0.401600331,0.334681749,0.517020822,0.38507694,0.482101232,0.390806615,0.432376772,0.381041437,0.392097741,0.440005481,0.497622639,0.478096068,0.466707349,0.475971311,0.424617231,0.466043532,0.37784186,0.540522873,0.474025667,0.56285429,0.444879144,0.553031027,0.406054944,0.543000519,0.36203447,0.627665639,0.442181587,0.625685155,0.412692606,0.613956213,0.37889877,0.610634446
